name,id,minutes,contributor_id,submitted,tags,nutrition,n_steps,steps,description,ingredients,n_ingredients
queen soda,130078,1,55221,2005-07-15,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'beverages', 'easy', 'cocktails', 'number-of-servings', '3-steps-or-less']","[87.4, 0.0, 91.0, 0.0, 0.0, 0.0, 7.0]",2,"['combine cream soda with butterscotch schnapps in a glass', 'add ice cubes']","for those who want neither a frou-frou drink nor one that tastes of alcohol, queen soda is a nice choice. it's smooth, entirely uncomplicated, and tastes like cold, liquid butterscotch candy!!","['butterscotch schnapps', 'cream soda']",2
queen valley banana bread,346548,55,475865,2009-01-01,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'breads', 'quick-breads']","[207.6, 13.0, 40.0, 12.0, 7.0, 6.0, 9.0]",8,"['preheat oven to 350 degrees', 'stir together flour , baking powder , soda , salt and sugar in mixing bowl', 'make hollow in center of dry ingredients', 'add mashed bananas , eggs , milk , oil , nuts , vanilla and lemon juice', 'stir only until all dry ingredients are moistened', 'spread in greased and floured 5 x 9 x 3 loaf pan', 'bake 50 minutes or until brown , at 350 degrees', 'remove from loaf pan and let cool on rack completely before wrapping']","my mom gave me this recipe, which she got from the queen valley, az cookbook. very yummy!","['flour', 'baking powder', 'baking soda', 'salt', 'sugar', 'banana', 'eggs', 'milk', 'vegetable oil', 'pecans', 'vanilla', 'lemon juice']",12
queeny tini,383826,2,383346,2009-08-02,"['15-minutes-or-less', 'time-to-make', 'course', 'preparation', 'for-1-or-2', '5-ingredients-or-less', 'beverages', 'easy', 'cocktails', 'number-of-servings', '3-steps-or-less']","[76.4, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0]",3,"['shake ingredients in a cocktail shaker with ice', 'strain into glass', 'garnish with slice of apple']","from drinksmixer.  eta : i made it on july 24, 2011.  me and dh loved this drink.  it's a great combination of booze.  usually we find drinks with midori to be too sweet but this one is perfect.  great taste, sweet but not too much.","['vodka', 'schnapps', 'midori melon liqueur', 'apple']",4
quesadillas de camarones  shrimp quesadillas    pioneer woman,406118,35,666681,2009-12-31,"['60-minutes-or-less', 'time-to-make', 'preparation']","[395.2, 31.0, 13.0, 25.0, 34.0, 44.0, 11.0]",16,"['pour red sauce over peeled and deveined shrimp , set aside', 'chop vegetables into larges pieces', 'heat skillet over high heat and add olive oil', 'cook vegetables over high heat until they start to get brown / black', 'remove from skillet and set aside', 'return skillet to high heat , then dump in the shrimp with the red sauce', 'cook , stirring only occasionally , until shrimp is opague', 'add in a little water if the sauce gets dry', 'remove from skillet and chop shrimp into bite-size pieces', 'in a separate skillet , heat butter', 'place tortilla in skillet then layer on ingredients', 'cheese , vegetables , and shrimp', 'top with a little more cheese and a second tortilla', ""cook on both sides , adding butter before flipping to the other side so the tortilla isn't overly dry"", 'remove from skillet and slice into wedges', 'eat and enjoy !']","i discovered the pioneer woman earlier this year and am happy that i did. ree does a tremendous job providing detailed instructions and pictures on how to make all of her recipes. i made these quesadillas last month..and man oh man are they good! i found the key for these quesadillas is cooking the vegetables separately from the shrimp, chopping the shrimp into small pieces, and of course the butter used in the cooking of the assembled quesadilla...use butter...i promise...you won't be sorry you did. enjoy!!","['flour tortillas', 'shrimp', 'mexican red sauce', 'onion', 'red bell pepper', 'green bell pepper', 'monterey jack cheese', 'olive oil', 'butter']",9
queso catfish,414932,50,513551,2010-03-01,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'main-dish']","[435.8, 42.0, 10.0, 35.0, 66.0, 39.0, 3.0]",17,"['in a shallow dish , stir together 1 / 4 celsius lime juice and beer', 'place fish in dish and turn to coat', 'marinate for 30 minutes', 'preheat oven to 400 degrees', 'coat a roasting rack with cooking spray and place over baking sheet', 'rinse fish with cold water and pat dry', 'discard marinade', 'in one dish , stir together the cornmeal , chip crumbs , salt and pepper', 'in another dish stir together 2 t', 'lime juice and canola oil', 'dip fillets into lime and oil , then into cornmeal mixture to coat', 'place fish onto roasting rack', 'bake fish for 8-10 minutes or until it flakes easily with a fork', 'while the fish is baking , combine processed cheese , chili powder , cumin and chipotle pepper in a small saucepan over med-low heat', 'cook and stir until melted and smooth', 'place fish on serving plates and spoon cheese sauce over them', 'top with cilantro , if desired']",gotten off of all recipes website,"['catfish', 'lime juice', 'beer', 'yellow cornmeal', 'tortilla chips', 'salt', 'cayenne', 'canola oil', 'processed cheese', 'chili powder', 'ground cumin', 'chipotle pepper', 'cilantro']",13
queso dip with tequila by rick bayless,384835,11,841835,2009-08-09,"['15-minutes-or-less', 'time-to-make', 'preparation', 'easy', '3-steps-or-less']","[178.0, 21.0, 8.0, 8.0, 19.0, 37.0, 1.0]",8,"['in a large skillet , heat the olive oil', 'add teh tomatoes , jalapenos , onion , and a large pinch of salt and cook over moderately high heat', 'stirring often , until softened , about 5 minutes', 'add the tequila and cook , stirring frequently , until the pan looks dry , about 2 minutes', 'reduce the heat to low', 'add the cheese and cook , stirring constantly until fully melted , about 30 seconds', 'quickly transfer the cheeese dip to a serving bowl', 'sprinkle with the cilantro and serve immediately with hips']",no velveeta here! found this in food and wine's best of the best recipes. i usually make my [recipe=345329] college girl's best queso ever[/recipe] but this one sounds good too! rick bayless is super awesome.,"['olive oil', 'tomatoes', 'jalapenos', 'onion', 'salt', 'tequila', 'monterey jack cheese', 'cilantro', 'tortilla chips']",9
quick   easy beef stroganoff,103038,40,165841,2004-11-01,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'main-dish', 'dietary', 'low-carb', 'low-in-something']","[463.1, 49.0, 10.0, 49.0, 54.0, 80.0, 5.0]",7,"['saute the beef and the onion in 2 t of butter', 'there will be alot of""juice"" in the pan so i turn up the heat for a couple of minutes to reduce the liquid', 'add the brown gravy mix to the water and stir to dissolve', 'add gravy mixture to meat and stir constantly until thick', 'if you are in a hurry , you can add the sour cream at this point and be done with it or you can simmer the meat and gravy until your noodles or rice are done , then add the sour cream right before serving', 'serve over rice or noodles', 'makes 4 large servings']","this is a quick version of the old time favorite. its a great way to use up the leftover steak, tri-tip, roast, etc. this is a regular at our house! (i guessed at the 1 1/2 oz of brown gravy mix, i did not have one on hand to get the exact weight - just use a standard pkg)","['round steak', 'onion', 'butter', 'brown gravy mix', 'water', 'sour cream']",6
quick   easy fudge cake,302131,45,57042,2008-05-05,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'desserts', 'easy', 'cakes']","[300.8, 22.0, 84.0, 15.0, 11.0, 43.0, 13.0]",15,"['preheat oven to 350', 'fit wax paper in bottoms of two 9-inch layer pans', 'place unsweetened chocolate , water and sugar in saucepan', 'cook and stir to form a smooth sauce', 'set aside and cool', 'place in large mixing bowl and blend on low speed , flour , baking soda , salt and sugar', 'add butter and milk', 'blend to moisten flour and beat on medium speed for 2 minutes', 'blend in chocolate mixture', 'add vanilla and eggs', 'beat on medium speed for 2 minutes', 'pour into pans', 'bake 30-35 minutes', 'cool 10 minutes', 'remove from pans and peel off waxed paper']",i have not tried this recipe. i got this recipe from a bag of flour.,"['unsweetened chocolate squares', 'water', 'sugar', 'all-purpose flour', 'baking soda', 'salt', 'butter', 'milk', 'vanilla', 'eggs']",10
quick   easy mexican soup,328768,35,226863,2008-10-03,"['60-minutes-or-less', 'time-to-make', 'preparation', 'easy', '3-steps-or-less']","[232.9, 16.0, 16.0, 24.0, 21.0, 18.0, 7.0]",10,"['cook bacon in a large saucepan until crisp', 'remove bacon , reserving drippings in saucepan', 'set bacon aside', 'saute onion , celery , and garlic in drippings over medium heat , stirring constantly , until tender', 'add refried beans and next 4 ingredients', 'stir well', 'bring to a boil', 'reduce heat , and simmer uncovered for 10 minutes', 'to serve , ladle soup into individual soup bowls', 'sprinkle with reserved bacon , and top with cheese , crushed tortilla chips , green onions , and a spoonful of sour cream']","this recipe is really quick and easy, and the refried beans give a nice thick texture.  i love the ease and the taste of this recipe.  this recipe came from southwest seasons cookbook.","['bacon', 'onion', 'celery', 'garlic clove', 'refried beans', 'chicken stock', 'green chilies', 'chili powder', 'pepper', 'cheddar cheese', 'monterey jack cheese', 'tortilla chips', 'sour cream', 'green onion']",14
quick   easy pierogi casserole,371487,50,1047126,2009-05-11,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'main-dish']","[252.9, 26.0, 0.0, 40.0, 42.0, 50.0, 0.0]",4,"['layer the bottom of a 9x13 greased pan with frozen pierogies', 'then sprinkle the ham over top of the pierogoies', 'mix together the soup and milk and pour over the ham and pierogies', 'top with cheese and bake uncovered for 45 minutes at 350']",i had something similar to this at a potluck and recreated it on my own. it's super easy and will probably please the whole family. i generally serve this dish with a side of salad to compliment the heaviness of the casserole. sometimes i add some fried onions beneath the ham for something different.,"['frozen potato pierogi', 'soup', 'milk', 'ham', 'cheddar cheese']",5
quick  taco   dinner,200102,30,372438,2006-12-10,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'main-dish']","[663.4, 49.0, 4.0, 38.0, 54.0, 33.0, 22.0]",5,"['cook hamburger with taco seasonings per package directions', 'heat refried beans', 'crumble fritos on plate', 'layer hamburger mixture and remaining ingredients over fritos', 'serve with dollops of sour cream , salsa and hot sauce']","this is not a normal taco, but we like it and have used it for years.  when my children were little they used to love to ""build"" their own plate by layering the ingedients as shown in the directions here.  be careful though - its real easy to end up with way more on your plate than you can eat - especially if you're hungry!  i'm guessing on the size of the frito bag, but it doesn't really matter as long as you have enough for your meal.  it's fresh, it's crunchy, it's easier to eat than regular tacos, and its a real favorite in our family.  try adding any other taco-type ingredients according to what you like.  enjoy!","['hamburger', 'taco seasoning mix', 'refried beans', 'lettuce', 'diced tomato', 'cheddar cheese', 'onion', 'sour cream', 'salsa', 'hot sauce', 'frito corn chips']",11
quick and creamy sausage and pasta,454890,30,65502,2011-05-02,"['30-minutes-or-less', 'time-to-make', 'course', 'preparation', 'main-dish']","[621.9, 40.0, 23.0, 43.0, 53.0, 52.0, 22.0]",11,"['put large pot of salted water on high and bring to a boil', 'meanwhile , squeeze sausage meat out of the casings into a large frying pan , over medium-high heat', 'roughly chop meat', 'when the sausage is no longer pink , add onion and garlic to the pan', 'stir and saut until onion is softened', 'add pasta to water and cook for 1 minute less than the minimum time recommended on the package', 'at the same time , add tomatoes , basil and half and half to the sausage mixture', 'season with salt and pepper and lightly simmer sauce while pasta is cooking', 'strain pasta and add to sausage mixture', 'turn heat down to medium and let flavors mix together until cavatappi is cooked to your liking', 'plate the pasta and top with optional cheese and parsley , basil or green onion']","this recipe takes less than a half hour and the results are delicious! i actually had this on the table in 20 minutes! the flavors of italian sausage, cavatappi, fresh basil and tomatoes come together so nicely that everyone will think that you slaved over a hot stove.","['cavatappi pasta', 'italian sausage', 'sweet onion', 'garlic cloves', 'canned tomatoes', 'fresh basil', 'half and half milk', 'parmesan cheese', 'fresh parsley']",9
quick and easy cornbread,242659,35,327115,2007-07-26,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'breads', 'quick-breads']","[205.7, 11.0, 8.0, 18.0, 10.0, 20.0, 10.0]",8,"['preheat over to 400f', 'combine cornmeal , flour , baking powder , baking soda and salt in large bowl', 'stir in corn cheese and red pepper', 'beat egg in small bowl', 'add butter and buttermilk', 'stir into corn mixture just until combined', 'pour into greased 8 inch square baking pan', 'bake 25 to 30 min , or until light brown and toothpick inserted in center comes out clean']",very savory.  it's has a real southwestern flair.,"['cornmeal', 'flour', 'baking powder', 'baking soda', 'salt', 'corn kernel', 'tex-mex cheese', 'red pepper', 'egg', 'butter', 'buttermilk']",11
